ham,As usual u can call me ard 10 smth.,,,
ham,Wat time Ì_ wan today?,,,
ham,No plans yet. What are you doing ?,,,
ham,Anything lar then Ì_ not going home 4 dinner?,,,
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,,,
ham,Was actually about to send you a reminder today. Have a wonderful weekend,,,
ham,So how many days since then?,,,
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,,,
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",,,
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,,,
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,,,
ham,"Doing nothing, then u not having dinner w us?",,,
ham,Pls i wont belive god.not only jesus.,,,
ham,On the way to office da..,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
ham,"Wat time liao, where still got.",,,
ham,"It's fine, imma get a drink or somethin. Want me to come find you?",,,
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,,,
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),,,
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,,,
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",,,
ham,Goin to workout lor... Muz lose e fats... ,,,
ham,My uncles in Atlanta. Wish you guys a great semester.,,,
ham,"Alright, we're all set here, text the man",,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,
ham,WOT U WANNA DO THEN MISSY?,,,
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,,,
ham,Wait  &lt;#&gt;  min..,,,
ham,"Nah man, my car is meant to be crammed full of people",,,
ham,What is important is that you prevent dehydration by giving her enough fluids,,,
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,,,
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,,,
ham,"Coffee cake, i guess...",,,
ham,Shall i get my pouch?,,,
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,
ham,Home so we can always chat,,,
ham,Tomarrow final hearing on my laptop case so i cant.,,,
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",,,
ham,Oh... Okie lor...We go on sat... ,,,
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",,,
ham,"Cool, what time you think you can get here?",,,
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,,,
ham,"Right on brah, see you later",,,
ham,Check wid corect speling i.e. Sarcasm,,,
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,
